turn_id,speaker,start,stop,utterance,interval,delta,questions,end_question,overlap,n_words,transcript_name
248,5de79e713cf27970edc23950,721.64,722.15,"Mhm,",-0.1100000000000136,0.5099999999999909,0,False,True,1,0da3e9ac-d5a5-4df0-abf4-f3eb3fc62788
250,5de79e713cf27970edc23950,724.64,724.85,mm.,-0.0900000000000318,0.2100000000000363,0,False,True,1,0da3e9ac-d5a5-4df0-abf4-f3eb3fc62788
252,5de79e713cf27970edc23950,725.54,726.16,Yeah.,-0.0199999999999818,0.6200000000000045,0,False,True,1,0da3e9ac-d5a5-4df0-abf4-f3eb3fc62788
254,5de79e713cf27970edc23950,729.84,730.76,Yeah.,0.2900000000000773,0.9199999999999592,0,False,False,1,0da3e9ac-d5a5-4df0-abf4-f3eb3fc62788
256,5de79e713cf27970edc23950,738.94,739.36,Mhm.,-0.0899999999999181,0.4199999999999591,0,False,True,1,0da3e9ac-d5a5-4df0-abf4-f3eb3fc62788
258,5de79e713cf27970edc23950,744.04,745.06,Oh really?,0.1799999999999499,1.0199999999999818,1,True,False,2,0da3e9ac-d5a5-4df0-abf4-f3eb3fc62788
266,5de79e713cf27970edc23950,769.04,770.26,Oh,-0.1299999999999954,1.2200000000000273,0,False,True,1,0da3e9ac-d5a5-4df0-abf4-f3eb3fc62788
270,5de79e713cf27970edc23950,777.54,780.06,Mhm. Mhm.,0.2799999999999727,2.519999999999982,0,False,False,2,0da3e9ac-d5a5-4df0-abf4-f3eb3fc62788
273,5cf942378da406000127871f,787.94,788.15,Mm,-0.2199999999999136,0.2099999999999227,0,False,True,1,0da3e9ac-d5a5-4df0-abf4-f3eb3fc62788
275,5cf942378da406000127871f,793.44,793.57,Yeah.,-0.4099999999999681,0.1299999999999954,0,False,True,1,0da3e9ac-d5a5-4df0-abf4-f3eb3fc62788
279,5cf942378da406000127871f,799.04,799.96,"Yeah,",0.0899999999999181,0.9200000000000728,0,False,False,1,0da3e9ac-d5a5-4df0-abf4-f3eb3fc62788
284,5de79e713cf27970edc23950,812.34,813.15,Mhm.,-0.1200000000000045,0.8099999999999454,0,False,True,1,0da3e9ac-d5a5-4df0-abf4-f3eb3fc62788
287,5cf942378da406000127871f,817.24,817.66,Oh,0.2799999999999727,0.4199999999999591,0,False,False,1,0da3e9ac-d5a5-4df0-abf4-f3eb3fc62788
289,5cf942378da406000127871f,819.34,820.26,yeah.,0.1900000000000545,0.9199999999999592,0,False,False,1,0da3e9ac-d5a5-4df0-abf4-f3eb3fc62788
291,5cf942378da406000127871f,825.04,825.46,"Mhm,",-0.25,0.4200000000000727,0,False,True,1,0da3e9ac-d5a5-4df0-abf4-f3eb3fc62788
293,5cf942378da406000127871f,828.64,829.36,mm.,0.3899999999999863,0.7200000000000273,0,False,False,1,0da3e9ac-d5a5-4df0-abf4-f3eb3fc62788
295,5cf942378da406000127871f,832.44,832.64,Yeah.,-0.0199999999999818,0.1999999999999318,0,False,True,1,0da3e9ac-d5a5-4df0-abf4-f3eb3fc62788
297,5cf942378da406000127871f,838.14,838.65,"Mhm,",-0.0199999999999818,0.5099999999999909,0,False,True,1,0da3e9ac-d5a5-4df0-abf4-f3eb3fc62788
299,5cf942378da406000127871f,840.14,840.76,mm,-0.0299999999999727,0.6200000000000045,0,False,True,1,0da3e9ac-d5a5-4df0-abf4-f3eb3fc62788
301,5cf942378da406000127871f,848.04,848.36,Right.,-0.1200000000000045,0.32000000000005,0,False,True,1,0da3e9ac-d5a5-4df0-abf4-f3eb3fc62788
303,5cf942378da406000127871f,849.14,850.15,Uh,0.1799999999999499,1.009999999999991,0,False,False,1,0da3e9ac-d5a5-4df0-abf4-f3eb3fc62788
308,5de79e713cf27970edc23950,851.84,852.05,Mhm.,-0.2300000000000182,0.2099999999999227,0,False,True,1,0da3e9ac-d5a5-4df0-abf4-f3eb3fc62788
311,5cf942378da406000127871f,855.14,855.56,mhm.,-0.1100000000000136,0.4199999999999591,0,False,True,1,0da3e9ac-d5a5-4df0-abf4-f3eb3fc62788
317,5cf942378da406000127871f,860.44,860.9,Mm,-0.3099999999999454,0.4599999999999227,0,False,True,1,0da3e9ac-d5a5-4df0-abf4-f3eb3fc62788
319,5cf942378da406000127871f,860.9,861.36,"hmm,",-0.57000000000005,0.4600000000000364,0,False,True,1,0da3e9ac-d5a5-4df0-abf4-f3eb3fc62788
321,5cf942378da406000127871f,866.14,866.95,mm hmm.,-0.6699999999999591,0.8100000000000591,0,False,True,2,0da3e9ac-d5a5-4df0-abf4-f3eb3fc62788
323,5cf942378da406000127871f,869.94,870.4,Oh,-0.0399999999999636,0.4599999999999227,0,False,True,1,0da3e9ac-d5a5-4df0-abf4-f3eb3fc62788
330,5de79e713cf27970edc23950,880.4,882.54,Yeah. Yeah.,-0.0600000000000591,2.1399999999999864,0,False,True,2,0da3e9ac-d5a5-4df0-abf4-f3eb3fc62788
334,5de79e713cf27970edc23950,888.94,890.05,Okay.,-0.5199999999999818,1.1099999999999,0,False,True,1,0da3e9ac-d5a5-4df0-abf4-f3eb3fc62788
336,5de79e713cf27970edc23950,897.64,898.65,Yeah.,-0.2200000000000272,1.009999999999991,0,False,True,1,0da3e9ac-d5a5-4df0-abf4-f3eb3fc62788
338,5de79e713cf27970edc23950,906.84,907.35,Right.,-0.2199999999999136,0.5099999999999909,0,False,True,1,0da3e9ac-d5a5-4df0-abf4-f3eb3fc62788
340,5de79e713cf27970edc23950,910.64,911.26,Yeah.,-0.2100000000000363,0.6200000000000045,0,False,True,1,0da3e9ac-d5a5-4df0-abf4-f3eb3fc62788
342,5de79e713cf27970edc23950,912.94,914.56,Mhm.,-0.6099999999999,1.6199999999998909,0,False,True,1,0da3e9ac-d5a5-4df0-abf4-f3eb3fc62788
345,5cf942378da406000127871f,915.34,915.85,"wow,",-0.3299999999999272,0.5099999999999909,0,False,True,1,0da3e9ac-d5a5-4df0-abf4-f3eb3fc62788
347,5cf942378da406000127871f,917.54,918.4,"wow,",-0.1600000000000818,0.8600000000000136,0,False,True,1,0da3e9ac-d5a5-4df0-abf4-f3eb3fc62788
353,5cf942378da406000127871f,925.54,928.25,"Oh, look,",-0.5199999999999818,2.7100000000000364,0,False,True,2,0da3e9ac-d5a5-4df0-abf4-f3eb3fc62788
357,5cf942378da406000127871f,930.34,930.55,"Oh,",-0.2699999999999818,0.2099999999999227,0,False,True,1,0da3e9ac-d5a5-4df0-abf4-f3eb3fc62788
359,5cf942378da406000127871f,931.94,932.75,"Oh,",0.0800000000000409,0.8099999999999454,0,False,False,1,0da3e9ac-d5a5-4df0-abf4-f3eb3fc62788
365,5cf942378da406000127871f,940.64,941.65,Uh yeah.,-0.4099999999999681,1.009999999999991,0,False,True,2,0da3e9ac-d5a5-4df0-abf4-f3eb3fc62788
367,5cf942378da406000127871f,943.74,944.45,Mm,-0.1499999999999772,0.7100000000000364,0,False,True,1,0da3e9ac-d5a5-4df0-abf4-f3eb3fc62788
369,5cf942378da406000127871f,946.44,946.76,Yeah.,-0.3599999999998999,0.3199999999999363,0,False,True,1,0da3e9ac-d5a5-4df0-abf4-f3eb3fc62788
371,5cf942378da406000127871f,947.84,948.94,Yeah.,0.4900000000000091,1.1000000000000227,0,False,False,1,0da3e9ac-d5a5-4df0-abf4-f3eb3fc62788
375,5cf942378da406000127871f,951.84,952.25,"yeah,",-0.0599999999999454,0.4099999999999681,0,False,True,1,0da3e9ac-d5a5-4df0-abf4-f3eb3fc62788
377,5cf942378da406000127871f,953.74,954.54,yeah.,0.5800000000000409,0.7999999999999545,0,False,False,1,0da3e9ac-d5a5-4df0-abf4-f3eb3fc62788
379,5cf942378da406000127871f,956.24,956.56,"Mm,",-0.3199999999999363,0.3199999999999363,0,False,True,1,0da3e9ac-d5a5-4df0-abf4-f3eb3fc62788
381,5cf942378da406000127871f,957.04,957.2,mm,-0.0099999999999909,0.1600000000000818,0,False,True,1,0da3e9ac-d5a5-4df0-abf4-f3eb3fc62788
383,5cf942378da406000127871f,957.2,957.55,hmm.,-0.7699999999999818,0.349999999999909,0,False,True,1,0da3e9ac-d5a5-4df0-abf4-f3eb3fc62788
386,5de79e713cf27970edc23950,962.24,962.95,Yeah.,0.1900000000000545,0.7100000000000364,0,False,False,1,0da3e9ac-d5a5-4df0-abf4-f3eb3fc62788
388,5de79e713cf27970edc23950,968.94,969.45,Mm.,0.0100000000001045,0.5099999999999909,0,False,False,1,0da3e9ac-d5a5-4df0-abf4-f3eb3fc62788
390,5de79e713cf27970edc23950,971.14,971.68,"Yeah,",-0.0800000000000409,0.5399999999999636,0,False,True,1,0da3e9ac-d5a5-4df0-abf4-f3eb3fc62788
393,5cf942378da406000127871f,977.44,977.86,Mhm,-0.0799999999999272,0.4199999999999591,0,False,True,1,0da3e9ac-d5a5-4df0-abf4-f3eb3fc62788
395,5cf942378da406000127871f,981.54,981.86,"mhm,",-0.0500000000000682,0.32000000000005,0,False,True,1,0da3e9ac-d5a5-4df0-abf4-f3eb3fc62788
397,5cf942378da406000127871f,984.34,984.76,"mhm,",-0.3799999999999954,0.4199999999999591,0,False,True,1,0da3e9ac-d5a5-4df0-abf4-f3eb3fc62788
399,5cf942378da406000127871f,988.34,988.55,mm,-0.1000000000000227,0.2099999999999227,0,False,True,1,0da3e9ac-d5a5-4df0-abf4-f3eb3fc62788
401,5cf942378da406000127871f,990.44,991.16,mhm,0.1900000000000545,0.7199999999999136,0,False,False,1,0da3e9ac-d5a5-4df0-abf4-f3eb3fc62788
403,5cf942378da406000127871f,994.74,996.36,uh,-0.1100000000000136,1.6200000000000043,0,False,True,1,0da3e9ac-d5a5-4df0-abf4-f3eb3fc62788
405,5cf942378da406000127871f,996.74,997.25,mm,0.2799999999999727,0.5099999999999909,0,False,False,1,0da3e9ac-d5a5-4df0-abf4-f3eb3fc62788
407,5cf942378da406000127871f,999.04,1001.07,Okay.,-0.32000000000005,2.0300000000000864,0,False,True,1,0da3e9ac-d5a5-4df0-abf4-f3eb3fc62788
409,5cf942378da406000127871f,1003.14,1003.5,Yeah.,-0.2599999999999909,0.3600000000000136,0,False,True,1,0da3e9ac-d5a5-4df0-abf4-f3eb3fc62788
411,5cf942378da406000127871f,1003.51,1003.73,Uh,-0.0399999999999636,0.2200000000000272,0,False,True,1,0da3e9ac-d5a5-4df0-abf4-f3eb3fc62788
413,5cf942378da406000127871f,1003.73,1003.97,huh,-0.3899999999999863,0.2400000000000091,0,False,True,1,0da3e9ac-d5a5-4df0-abf4-f3eb3fc62788
417,5cf942378da406000127871f,1016.44,1017.07,Mhm,0.2800000000000864,0.6299999999999955,0,False,False,1,0da3e9ac-d5a5-4df0-abf4-f3eb3fc62788
419,5cf942378da406000127871f,1019.44,1019.77,Oh,-0.1199999999998908,0.3299999999999272,0,False,True,1,0da3e9ac-d5a5-4df0-abf4-f3eb3fc62788
421,5cf942378da406000127871f,1020.14,1020.55,"yeah,",-0.4300000000000636,0.4099999999999681,0,False,True,1,0da3e9ac-d5a5-4df0-abf4-f3eb3fc62788
423,5cf942378da406000127871f,1024.64,1025.17,mm,-0.3799999999998817,0.5299999999999727,0,False,True,1,0da3e9ac-d5a5-4df0-abf4-f3eb3fc62788
427,5cf942378da406000127871f,1029.84,1030.05,mm,-0.4000000000000909,0.2100000000000363,0,False,True,1,0da3e9ac-d5a5-4df0-abf4-f3eb3fc62788
429,5cf942378da406000127871f,1032.04,1034.05,War exactly.,-0.4100000000000818,2.009999999999991,0,False,True,2,0da3e9ac-d5a5-4df0-abf4-f3eb3fc62788
431,5cf942378da406000127871f,1035.64,1036.56,Uh huh,-0.1299999999998817,0.9199999999998454,0,False,True,2,0da3e9ac-d5a5-4df0-abf4-f3eb3fc62788
433,5cf942378da406000127871f,1042.24,1043.05,mm,-0.4500000000000455,0.8099999999999454,0,False,True,1,0da3e9ac-d5a5-4df0-abf4-f3eb3fc62788
438,5de79e713cf27970edc23950,1062.54,1062.77,Yeah.,-0.3900000000001,0.2300000000000182,0,False,True,1,0da3e9ac-d5a5-4df0-abf4-f3eb3fc62788
440,5de79e713cf27970edc23950,1063.14,1064.06,Mm hmm.,-0.5199999999999818,0.9199999999998454,0,False,True,2,0da3e9ac-d5a5-4df0-abf4-f3eb3fc62788
442,5de79e713cf27970edc23950,1072.84,1073.32,Yeah. I,0.6699999999998454,0.4800000000000182,0,False,False,2,0da3e9ac-d5a5-4df0-abf4-f3eb3fc62788
445,5cf942378da406000127871f,1077.84,1078.94,Yeah.,0.2899999999999636,1.1000000000001364,0,False,False,1,0da3e9ac-d5a5-4df0-abf4-f3eb3fc62788
447,5cf942378da406000127871f,1084.04,1084.66,Yeah.,0.5899999999999181,0.6200000000001182,0,False,False,1,0da3e9ac-d5a5-4df0-abf4-f3eb3fc62788
449,5cf942378da406000127871f,1089.84,1090.05,Mhm.,-0.0199999999999818,0.2100000000000363,0,False,True,1,0da3e9ac-d5a5-4df0-abf4-f3eb3fc62788
451,5cf942378da406000127871f,1092.74,1092.95,Oh,-0.099999999999909,0.2100000000000363,0,False,True,1,0da3e9ac-d5a5-4df0-abf4-f3eb3fc62788
453,5cf942378da406000127871f,1094.54,1095.67,wow.,-1.5499999999999543,1.1300000000001091,0,False,True,1,0da3e9ac-d5a5-4df0-abf4-f3eb3fc62788
